JD,PhaseAngle_deg,VisibleArea_m2,ApparentMagnitude
2459838.621880,8.536480,207130128.000000,13.324615
2459838.641170,8.537779,207129328.000000,13.324701
2459838.660460,8.539079,207129328.000000,13.324782
2459838.679750,8.540379,207127616.000000,13.324873
2459838.699040,8.541679,207127824.000000,13.324953
2459838.718330,8.542979,207126816.000000,13.325040
2459838.737620,8.544280,207126112.000000,13.325125
2459838.756911,8.545581,207125504.000000,13.325210
2459838.776201,8.546883,207125664.000000,13.325291
2459838.795491,8.548185,207124624.000000,13.325378
2459838.814781,8.549487,207123392.000000,13.325466
2459838.834071,8.550789,207122720.000000,13.325552
2459838.853361,8.552092,207122064.000000,13.325637
2459838.872651,8.553395,207121184.000000,13.325723
2459838.891941,8.554698,207120464.000000,13.325809
2459838.911232,8.556002,207120256.000000,13.325892
2459838.930522,8.557306,207118816.000000,13.325982
2459838.949812,8.558610,207118624.000000,13.326065
2459838.969102,8.559915,207118160.000000,13.326149
2459838.988392,8.561219,207117600.000000,13.326234
2459839.007682,8.562525,207117168.000000,13.326318
2459839.026972,8.563830,207115840.000000,13.326407
2459839.046262,8.565136,207115136.000000,13.326493
2459839.065553,8.566442,207114544.000000,13.326579
2459839.084843,8.567748,207114272.000000,13.326662
2459839.104133,8.569055,207113360.000000,13.326749
2459839.123423,8.570362,207112224.000000,13.326838
2459839.142713,8.571669,207112160.000000,13.326920
2459839.162003,8.572977,207111856.000000,13.327004
2459839.181293,8.574285,207111184.000000,13.327090
2459839.200583,8.575593,207109808.000000,13.327180
2459839.219874,8.576902,207109296.000000,13.327265
2459839.239164,8.578211,207108944.000000,13.327349
2459839.258454,8.579520,207107440.000000,13.327440
2459839.277744,8.580829,207107040.000000,13.327525
2459839.297034,8.582139,207106976.000000,13.327608
2459839.316324,8.583449,207105968.000000,13.327696
2459839.335614,8.584760,207105056.000000,13.327783
2459839.354904,8.586070,207104256.000000,13.327870
2459839.374195,8.587381,207104080.000000,13.327954
2459839.393485,8.588693,207103312.000000,13.328041
2459839.412775,8.590004,207102704.000000,13.328127
2459839.432065,8.591316,207101264.000000,13.328217
2459839.451355,8.592629,207101520.000000,13.328299
2459839.470645,8.593941,207100320.000000,13.328388
2459839.489935,8.595254,207099776.000000,13.328474
2459839.509225,8.596567,207098592.000000,13.328563
2459839.528515,8.597881,207098368.000000,13.328647
2459839.547806,8.599194,207098048.000000,13.328732
2459839.567096,8.600509,207097056.000000,13.328820
2459839.586386,8.601823,207096112.000000,13.328908
2459839.605676,8.603138,207095056.000000,13.328997
2459839.624966,8.604453,207095776.000000,13.329077
2459839.644256,8.605768,207094432.000000,13.329167
2459839.663546,8.607084,207093184.000000,13.329257
2459839.682836,8.608400,207093040.000000,13.329341
2459839.702127,8.609716,207092384.000000,13.329428
2459839.721417,8.611032,207091184.000000,13.329517
2459839.740707,8.612349,207091824.000000,13.329598
2459839.759997,8.613666,207090528.000000,13.329688
2459839.779287,8.614984,207090288.000000,13.329773
2459839.798577,8.616302,207088784.000000,13.329864
2459839.817867,8.617620,207088000.000000,13.329952
2459839.837157,8.618938,207087888.000000,13.330036
2459839.856448,8.620257,207086784.000000,13.330126
2459839.875738,8.621576,207086528.000000,13.330211
2459839.895028,8.622895,207085648.000000,13.330299
2459839.914318,8.624215,207084464.000000,13.330389
2459839.933608,8.625534,207084240.000000,13.330474
2459839.952898,8.626855,207083200.000000,13.330563
2459839.972188,8.628175,207082736.000000,13.330650
2459839.991478,8.629496,207081440.000000,13.330740
2459840.010769,8.630817,207081184.000000,13.330826
2459840.030059,8.632139,207080400.000000,13.330914
2459840.049349,8.633460,207079760.000000,13.331001
2459840.068639,8.634782,207079616.000000,13.331086
2459840.087929,8.636105,207078368.000000,13.331176
2459840.107219,8.637427,207077664.000000,13.331264
2459840.126509,8.638750,207077040.000000,13.331352
2459840.145799,8.640074,207076256.000000,13.331440
2459840.165090,8.641397,207076000.000000,13.331526
2459840.184380,8.642721,207074304.000000,13.331619
2459840.203670,8.644045,207073936.000000,13.331705
2459840.222960,8.645370,207074256.000000,13.331788
2459840.242250,8.646695,207072512.000000,13.331881
2459840.261540,8.648020,207072352.000000,13.331966
2459840.280830,8.649345,207072064.000000,13.332052
2459840.300120,8.650671,207070736.000000,13.332144
2459840.319411,8.651997,207070384.000000,13.332230
2459840.338701,8.653323,207069600.000000,13.332319
2459840.357991,8.654650,207068352.000000,13.332410
2459840.377281,8.655977,207068144.000000,13.332496
2459840.396571,8.657304,207067408.000000,13.332584
2459840.415861,8.658631,207066544.000000,13.332673
2459840.435151,8.659959,207066096.000000,13.332761
2459840.454441,8.661287,207065216.000000,13.332850
2459840.473732,8.662616,207064624.000000,13.332938
2459840.493022,8.663945,207064272.000000,13.333025
2459840.512312,8.665274,207062608.000000,13.333118
2459840.531602,8.666603,207062688.000000,13.333203
2459840.550892,8.667933,207062080.000000,13.333291
2459840.570182,8.669263,207061472.000000,13.333379
2459840.589472,8.670593,207060320.000000,13.333470
2459840.608762,8.671923,207059872.000000,13.333557
2459840.628053,8.673254,207059056.000000,13.333647
2459840.647343,8.674585,207058880.000000,13.333733
2459840.666633,8.675917,207058144.000000,13.333822
2459840.685923,8.677249,207056608.000000,13.333915
2459840.705213,8.678581,207056096.000000,13.334003
2459840.724503,8.679913,207056080.000000,13.334088
2459840.743793,8.681246,207054832.000000,13.334180
2459840.763083,8.682579,207053856.000000,13.334271
2459840.782374,8.683912,207053648.000000,13.334357
2459840.801664,8.685246,207052752.000000,13.334447
2459840.820954,8.686580,207052416.000000,13.334534
2459840.840244,8.687914,207051584.000000,13.334624
2459840.859534,8.689248,207050272.000000,13.334716
2459840.878824,8.690583,207049712.000000,13.334805
2459840.898114,8.691918,207049360.000000,13.334892
2459840.917404,8.693254,207048288.000000,13.334984
2459840.936695,8.694589,207048064.000000,13.335070
2459840.955985,8.695925,207047344.000000,13.335160
2459840.975275,8.697262,207046256.000000,13.335251
2459840.994565,8.698598,207045616.000000,13.335340
2459841.013855,8.699935,207044992.000000,13.335429
2459841.033145,8.701273,207044592.000000,13.335517
2459841.052435,8.702610,207043552.000000,13.335609
2459841.071725,8.703948,207042144.000000,13.335702
2459841.091015,8.705286,207042272.000000,13.335787
2459841.110306,8.706624,207041984.000000,13.335875
2459841.129596,8.707963,207040480.000000,13.335968
2459841.148886,8.709302,207039312.000000,13.336061
2459841.168176,8.710642,207039472.000000,13.336146
2459841.187466,8.711981,207039264.000000,13.336233
2459841.206756,8.713321,207037792.000000,13.336327
2459841.226046,8.714661,207037472.000000,13.336415
2459841.245336,8.716002,207036608.000000,13.336505
2459841.264627,8.717343,207036496.000000,13.336592
2459841.283917,8.718684,207035072.000000,13.336686
2459841.303207,8.720025,207034816.000000,13.336773
2459841.322497,8.721367,207034224.000000,13.336863
2459841.341787,8.722709,207033344.000000,13.336954
2459841.361077,8.724052,207032448.000000,13.337045
2459841.380367,8.725394,207031168.000000,13.337138
2459841.399657,8.726737,207031568.000000,13.337222
2459841.418948,8.728081,207030864.000000,13.337313
2459841.438238,8.729424,207029376.000000,13.337407
2459841.457528,8.730768,207028496.000000,13.337498
2459841.476818,8.732112,207028128.000000,13.337587
2459841.496108,8.733457,207027728.000000,13.337675
2459841.515398,8.734801,207026800.000000,13.337767
2459841.534688,8.736146,207026352.000000,13.337856
2459841.553978,8.737492,207025936.000000,13.337945
2459841.573269,8.738837,207024240.000000,13.338041
2459841.592559,8.740183,207024016.000000,13.338129
2459841.611849,8.741530,207023248.000000,13.338219
2459841.631139,8.742876,207022928.000000,13.338308
2459841.650429,8.744223,207021232.000000,13.338404
2459841.669719,8.745570,207021440.000000,13.338490
2459841.689009,8.746918,207019968.000000,13.338584
2459841.708299,8.748266,207019584.000000,13.338673
2459841.727590,8.749614,207018864.000000,13.338764
2459841.746880,8.750962,207017648.000000,13.338858
2459841.766170,8.752311,207017616.000000,13.338945
2459841.785460,8.753660,207016448.000000,13.339038
2459841.804750,8.755009,207015424.000000,13.339131
2459841.824040,8.756358,207015312.000000,13.339219
2459841.843330,8.757708,207014336.000000,13.339311
2459841.862620,8.759059,207014560.000000,13.339397
2459841.881911,8.760409,207012640.000000,13.339494
2459841.901201,8.761760,207012400.000000,13.339583
2459841.920491,8.763111,207011680.000000,13.339674
2459841.939781,8.764462,207011040.000000,13.339765
2459841.959071,8.765814,207010400.000000,13.339856
2459841.978361,8.767166,207009760.000000,13.339947
2459841.997651,8.768518,207008448.000000,13.340041
2459842.016941,8.769871,207008160.000000,13.340130
2459842.036232,8.771224,207007456.000000,13.340221
2459842.055522,8.772577,207006576.000000,13.340314
2459842.074812,8.773930,207006336.000000,13.340403
2459842.094102,8.775284,207005792.000000,13.340493
2459842.113392,8.776638,207004288.000000,13.340589
2459842.132682,8.777992,207004544.000000,13.340675
2459842.151972,8.779347,207003088.000000,13.340771
2459842.171262,8.780702,207002224.000000,13.340863
2459842.190553,8.782057,207001664.000000,13.340954
2459842.209843,8.783413,207000816.000000,13.341046
2459842.229133,8.784769,207000288.000000,13.341137
2459842.248423,8.786125,207000208.000000,13.341225
2459842.267713,8.787481,206997872.000000,13.341325
2459842.287003,8.788838,206998032.000000,13.341412
2459842.306293,8.790195,206996816.000000,13.341507
2459842.325583,8.791552,206997248.000000,13.341593
2459842.344874,8.792910,206996000.000000,13.341687
2459842.364164,8.794268,206995584.000000,13.341778
2459842.383454,8.795626,206994400.000000,13.341872
2459842.402744,8.796985,206994064.000000,13.341962
2459842.422034,8.798344,206993152.000000,13.342055
2459842.441324,8.799703,206992240.000000,13.342148
2459842.460614,8.801062,206991744.000000,13.342239
2459842.479904,8.802422,206990496.000000,13.342334
2459842.499195,8.803782,206990400.000000,13.342423
2459842.518485,8.805142,206989024.000000,13.342519
2459842.537775,8.806503,206988624.000000,13.342609
2459842.557065,8.807864,206987184.000000,13.342705
2459842.576355,8.809225,206987088.000000,13.342794
2459842.595645,8.810587,206986976.000000,13.342883
2459842.614935,8.811948,206986176.000000,13.342976
2459842.634225,8.813311,206985200.000000,13.343070
2459842.653515,8.814673,206984496.000000,13.343162
2459842.672806,8.816036,206983648.000000,13.343255
2459842.692096,8.817399,206982736.000000,13.343349
2459842.711386,8.818762,206982432.000000,13.343439
2459842.730676,8.820126,206981648.000000,13.343532
2459842.749966,8.821490,206980304.000000,13.343628
2459842.769256,8.822854,206979280.000000,13.343722
2459842.788546,8.824218,206979888.000000,13.343808
2459842.807836,8.825583,206978432.000000,13.343905
2459842.827127,8.826948,206977312.000000,13.343999
2459842.846417,8.828313,206976672.000000,13.344092
2459842.865707,8.829679,206976592.000000,13.344181
2459842.884997,8.831045,206975424.000000,13.344276
2459842.904287,8.832411,206975280.000000,13.344366
2459842.923577,8.833778,206973728.000000,13.344464
2459842.942867,8.835145,206973296.000000,13.344555
2459842.962157,8.836512,206972608.000000,13.344648
2459842.981448,8.837880,206971488.000000,13.344743
2459843.000738,8.839247,206970992.000000,13.344835
2459843.020028,8.840615,206970576.000000,13.344926
2459843.039318,8.841984,206969968.000000,13.345019
2459843.058608,8.843352,206969056.000000,13.345113
2459843.077898,8.844721,206968048.000000,13.345208
2459843.097188,8.846091,206967328.000000,13.345301
2459843.116478,8.847460,206967024.000000,13.345392
2459843.135769,8.848830,206966448.000000,13.345484
2459843.155059,8.850200,206965664.000000,13.345578
2459843.174349,8.851571,206965136.000000,13.345670
2459843.193639,8.852941,206963584.000000,13.345768
2459843.212929,8.854312,206962672.000000,13.345862
2459843.232219,8.855684,206962080.000000,13.345955
2459843.251509,8.857055,206962128.000000,13.346045
2459843.270799,8.858427,206960496.000000,13.346143
2459843.290090,8.859799,206960336.000000,13.346234
2459843.309380,8.861172,206958816.000000,13.346331
2459843.328670,8.862545,206958000.000000,13.346425
2459843.347960,8.863918,206958112.000000,13.346515
2459843.367250,8.865291,206957056.000000,13.346610
2459843.386540,8.866665,206956736.000000,13.346702
2459843.405830,8.868039,206955952.000000,13.346796
2459843.425120,8.869413,206955408.000000,13.346889
2459843.444411,8.870788,206953600.000000,13.346988
2459843.463701,8.872162,206952864.000000,13.347082
2459843.482991,8.873538,206952704.000000,13.347173
2459843.502281,8.874913,206952464.000000,13.347264
2459843.521571,8.876289,206951536.000000,13.347359
2459843.540861,8.877665,206950432.000000,13.347455
2459843.560151,8.879041,206950064.000000,13.347547
2459843.579441,8.880418,206948880.000000,13.347644
2459843.598732,8.881795,206948000.000000,13.347739
2459843.618022,8.883172,206947904.000000,13.347830
2459843.637312,8.884550,206947616.000000,13.347921
2459843.656602,8.885927,206945600.000000,13.348022
2459843.675892,8.887306,206945696.000000,13.348112
2459843.695182,8.888684,206944784.000000,13.348208
2459843.714472,8.890063,206943856.000000,13.348303
2459843.733762,8.891442,206943264.000000,13.348397
2459843.753053,8.892821,206941920.000000,13.348494
2459843.772343,8.894201,206941856.000000,13.348585
2459843.791633,8.895580,206940960.000000,13.348680
2459843.810923,8.896961,206940672.000000,13.348772
2459843.830213,8.898341,206939312.000000,13.348870
2459843.849503,8.899722,206938720.000000,13.348964
2459843.868793,8.901103,206938240.000000,13.349057
2459843.888083,8.902484,206937328.000000,13.349153
2459843.907374,8.903866,206936496.000000,13.349248
2459843.926664,8.905248,206935600.000000,13.349344
2459843.945954,8.906630,206935520.000000,13.349435
2459843.965244,8.908013,206934720.000000,13.349530
2459843.984534,8.909395,206934288.000000,13.349623
2459844.003824,8.910779,206933136.000000,13.349720
2459844.023114,8.912162,206932048.000000,13.349817
2459844.042404,8.913546,206932128.000000,13.349907
2459844.061695,8.914930,206930768.000000,13.350006
2459844.080985,8.916314,206929968.000000,13.350101
2459844.100275,8.917699,206929008.000000,13.350197
2459844.119565,8.919083,206928736.000000,13.350290
2459844.138855,8.920469,206928304.000000,13.350383
2459844.158145,8.921854,206926976.000000,13.350481
2459844.177435,8.923240,206925728.000000,13.350579
2459844.196725,8.924626,206924912.000000,13.350675
2459844.216015,8.926012,206924096.000000,13.350770
2459844.235306,8.927399,206923648.000000,13.350864
2459844.254596,8.928786,206922832.000000,13.350960
2459844.273886,8.930173,206921872.000000,13.351056
2459844.293176,8.931561,206921600.000000,13.351149
2459844.312466,8.932948,206920480.000000,13.351246
2459844.331756,8.934337,206920368.000000,13.351338
2459844.351046,8.935725,206919232.000000,13.351436
2459844.370336,8.937114,206918768.000000,13.351530
2459844.389627,8.938503,206917568.000000,13.351628
2459844.408917,8.939892,206917728.000000,13.351719
2459844.428207,8.941282,206916048.000000,13.351819
2459844.447497,8.942671,206915648.000000,13.351913
2459844.466787,8.944062,206914752.000000,13.352009
2459844.486077,8.945452,206913808.000000,13.352106
2459844.505367,8.946843,206913728.000000,13.352198
2459844.524657,8.948234,206912816.000000,13.352295
2459844.543948,8.949625,206911840.000000,13.352392
2459844.563238,8.951017,206911792.000000,13.352484
2459844.582528,8.952409,206910848.000000,13.352581
2459844.601818,8.953801,206909712.000000,13.352679
2459844.621108,8.955193,206909088.000000,13.352774
2459844.640398,8.956586,206907984.000000,13.352872
2459844.659688,8.957979,206907856.000000,13.352965
2459844.678978,8.959373,206906704.000000,13.353063
2459844.698269,8.960766,206905872.000000,13.353159
2459844.717559,8.962160,206905632.000000,13.353253
2459844.736849,8.963555,206904000.000000,13.353353
2459844.756139,8.964949,206903712.000000,13.353447
2459844.775429,8.966344,206903552.000000,13.353540
2459844.794719,8.967739,206902160.000000,13.353640
2459844.814009,8.969135,206901696.000000,13.353734
2459844.833299,8.970530,206900624.000000,13.353832
2459844.852590,8.971926,206899664.000000,13.353930
2459844.871880,8.973323,206899440.000000,13.354023
2459844.891170,8.974719,206897808.000000,13.354124
2459844.910460,8.976116,206897424.000000,13.354219
2459844.929750,8.977513,206897264.000000,13.354312
2459844.949040,8.978911,206895888.000000,13.354412
2459844.968330,8.980309,206894624.000000,13.354511
2459844.987620,8.981707,206894368.000000,13.354605
2459845.006911,8.983105,206893952.000000,13.354700
2459845.026201,8.984504,206892928.000000,13.354798
2459845.045491,8.985903,206892560.000000,13.354893
2459845.064781,8.987302,206891776.000000,13.354989
2459845.084071,8.988701,206891232.000000,13.355085
2459845.103361,8.990101,206889952.000000,13.355185
2459845.122651,8.991501,206889024.000000,13.355282
2459845.141941,8.992902,206889152.000000,13.355374
2459845.161232,8.994302,206887728.000000,13.355475
2459845.180522,8.995703,206887136.000000,13.355571
2459845.199812,8.997105,206886032.000000,13.355669
2459845.219102,8.998506,206885872.000000,13.355763
2459845.238392,8.999908,206884224.000000,13.355865
2459845.257682,9.001310,206883568.000000,13.355961
2459845.276972,9.002713,206883056.000000,13.356057
2459845.296262,9.004115,206882368.000000,13.356154
2459845.315553,9.005518,206881504.000000,13.356251
2459845.334843,9.006922,206880928.000000,13.356348
2459845.354133,9.008325,206880816.000000,13.356441
2459845.373423,9.009729,206879648.000000,13.356541
2459845.392713,9.011133,206878624.000000,13.356639
2459845.412003,9.012538,206877760.000000,13.356737
2459845.431293,9.013942,206877216.000000,13.356833
2459845.450583,9.015347,206876128.000000,13.356932
2459845.469874,9.016753,206876096.000000,13.357026
2459845.489164,9.018158,206874928.000000,13.357126
2459845.508454,9.019564,206874016.000000,13.357224
2459845.527744,9.020971,206873472.000000,13.357320
2459845.547034,9.022377,206872096.000000,13.357421
2459845.566324,9.023784,206871488.000000,13.357518
2459845.585614,9.025191,206871040.000000,13.357613
2459845.604904,9.026598,206870080.000000,13.357712
2459845.624195,9.028006,206869600.000000,13.357808
2459845.643485,9.029414,206868336.000000,13.357908
2459845.662775,9.030822,206867792.000000,13.358005
2459845.682065,9.032231,206866384.000000,13.358106
2459845.701355,9.033640,206866432.000000,13.358200
2459845.720645,9.035049,206865664.000000,13.358297
2459845.739935,9.036458,206864688.000000,13.358396
2459845.759225,9.037868,206864160.000000,13.358493
2459845.778515,9.039278,206863504.000000,13.358590
2459845.797806,9.040688,206862384.000000,13.358690
2459845.817096,9.042099,206862176.000000,13.358785
2459845.836386,9.043509,206861264.000000,13.358884
2459845.855676,9.044921,206859984.000000,13.358985
2459845.874966,9.046332,206858944.000000,13.359084
2459845.894256,9.047744,206858800.000000,13.359179
2459845.913546,9.049156,206857776.000000,13.359278
2459845.932836,9.050568,206856464.000000,13.359379
2459845.952127,9.051981,206856224.000000,13.359475
2459845.971417,9.053394,206855664.000000,13.359572
2459845.990707,9.054807,206854576.000000,13.359672
2459846.009997,9.056220,206854528.000000,13.359766
2459846.029287,9.057634,206852960.000000,13.359869
2459846.048577,9.059048,206852368.000000,13.359966
2459846.067867,9.060462,206851312.000000,13.360066
2459846.087157,9.061877,206850944.000000,13.360162
2459846.106448,9.063292,206849840.000000,13.360263
2459846.125738,9.064707,206849792.000000,13.360357
2459846.145028,9.066122,206848720.000000,13.360457
2459846.164318,9.067538,206847968.000000,13.360556
2459846.183608,9.068954,206846848.000000,13.360656
2459846.202898,9.070371,206845840.000000,13.360756
2459846.222188,9.071787,206845328.000000,13.360853
2459846.241478,9.073204,206844896.000000,13.360950
2459846.260769,9.074621,206843872.000000,13.361050
2459846.280059,9.076039,206843392.000000,13.361147
2459846.299349,9.077457,206842224.000000,13.361248
2459846.318639,9.078875,206841216.000000,13.361348
2459846.337929,9.080293,206840896.000000,13.361445
2459846.357219,9.081712,206840112.000000,13.361544
2459846.376509,9.083131,206839536.000000,13.361641
2459846.395799,9.084550,206838704.000000,13.361741
2459846.415090,9.085970,206837456.000000,13.361842
2459846.434380,9.087389,206836880.000000,13.361940
2459846.453670,9.088810,206835472.000000,13.362042
2459846.472960,9.090230,206835248.000000,13.362138
2459846.492250,9.091651,206834496.000000,13.362237
2459846.511540,9.093072,206833504.000000,13.362338
2459846.530830,9.094493,206832992.000000,13.362435
2459846.550120,9.095914,206832496.000000,13.362533
2459846.569411,9.097336,206832000.000000,13.362631
2459846.588701,9.098758,206831072.000000,13.362731
2459846.607991,9.100181,206830160.000000,13.362831
2459846.627281,9.101604,206828960.000000,13.362932
2459846.646571,9.103027,206828224.000000,13.363031
2459846.665861,9.104450,206826928.000000,13.363134
2459846.685151,9.105873,206826160.000000,13.363233
2459846.704441,9.107297,206825264.000000,13.363333
2459846.723732,9.108721,206825136.000000,13.363429
2459846.743022,9.110146,206824400.000000,13.363528
2459846.762312,9.111571,206824256.000000,13.363624
2459846.781602,9.112996,206823520.000000,13.363724
2459846.800892,9.114421,206822128.000000,13.363827
2459846.820182,9.115846,206821376.000000,13.363926
2459846.839472,9.117272,206821008.000000,13.364023
2459846.858762,9.118698,206819984.000000,13.364124
2459846.878053,9.120125,206819088.000000,13.364225
2459846.897343,9.121552,206818304.000000,13.364325
2459846.916633,9.122979,206817728.000000,13.364423
2459846.935923,9.124406,206816816.000000,13.364524
2459846.955213,9.125834,206815552.000000,13.364626
2459846.974503,9.127261,206814768.000000,13.364726
2459846.993793,9.128690,206814400.000000,13.364824
2459847.013083,9.130118,206812960.000000,13.364927
2459847.032374,9.131547,206812400.000000,13.365026
2459847.051664,9.132976,206811824.000000,13.365125
2459847.070954,9.134405,206811312.000000,13.365223
2459847.090244,9.135835,206810640.000000,13.365323
2459847.109534,9.137265,206809824.000000,13.365423
2459847.128824,9.138695,206808544.000000,13.365526
2459847.148114,9.140125,206808384.000000,13.365623
2459847.167404,9.141556,206807120.000000,13.365725
2459847.186695,9.142987,206806208.000000,13.365826
2459847.205985,9.144419,206805344.000000,13.365927
2459847.225275,9.145850,206804720.000000,13.366026
2459847.244565,9.147282,206804544.000000,13.366123
2459847.263855,9.148714,206803136.000000,13.366227
2459847.283145,9.150147,206802336.000000,13.366327
2459847.302435,9.151580,206801968.000000,13.366426
2459847.321725,9.153013,206801312.000000,13.366525
2459847.341015,9.154446,206800960.000000,13.366624
2459847.360306,9.155880,206799584.000000,13.366727
2459847.379596,9.157313,206798464.000000,13.366829
2459847.398886,9.158748,206797968.000000,13.366928
2459847.418176,9.160182,206797312.000000,13.367028
2459847.437466,9.161617,206796256.000000,13.367130
2459847.456756,9.163052,206795184.000000,13.367232
2459847.476046,9.164487,206794672.000000,13.367332
2459847.495336,9.165923,206793280.000000,13.367436
2459847.514627,9.167359,206793008.000000,13.367534
2459847.533917,9.168795,206791856.000000,13.367636
2459847.553207,9.170232,206791008.000000,13.367737
2459847.572497,9.171668,206790512.000000,13.367837
2459847.591787,9.173106,206790288.000000,13.367935
2459847.611077,9.174543,206788544.000000,13.368040
2459847.630367,9.175981,206788384.000000,13.368138
2459847.649657,9.177418,206786656.000000,13.368244
2459847.668948,9.178857,206785920.000000,13.368345
2459847.688238,9.180295,206786224.000000,13.368440
2459847.707528,9.181734,206785280.000000,13.368542
2459847.726818,9.183173,206784288.000000,13.368644
2459847.746108,9.184612,206783200.000000,13.368747
2459847.765398,9.186052,206782720.000000,13.368846
2459847.784688,9.187492,206782400.000000,13.368945
2459847.803978,9.188932,206781488.000000,13.369047
2459847.823269,9.190373,206780336.000000,13.369150
2459847.842559,9.191814,206780096.000000,13.369248
2459847.861849,9.193255,206778560.000000,13.369353
2459847.881139,9.194696,206777648.000000,13.369455
2459847.900429,9.196138,206776576.000000,13.369558
2459847.919719,9.197580,206776288.000000,13.369657
2459847.939009,9.199022,206775216.000000,13.369760
2459847.958299,9.200464,206774544.000000,13.369860
2459847.977590,9.201907,206774096.000000,13.369960
2459847.996880,9.203350,206773024.000000,13.370063
2459848.016170,9.204794,206773056.000000,13.370160
2459848.035460,9.206237,206771488.000000,13.370266
2459848.054750,9.207681,206770288.000000,13.370369
2459848.074040,9.209125,206770384.000000,13.370466
2459848.093330,9.210570,206768864.000000,13.370572
2459848.112620,9.212015,206768352.000000,13.370672
2459848.131911,9.213460,206767568.000000,13.370774
2459848.151201,9.214905,206766960.000000,13.370874
2459848.170491,9.216351,206765760.000000,13.370978
2459848.189781,9.217797,206764960.000000,13.371080
2459848.209071,9.219243,206764272.000000,13.371181
2459848.228361,9.220689,206763552.000000,13.371283
2459848.247651,9.222136,206761856.000000,13.371390
2459848.266941,9.223583,206761760.000000,13.371488
2459848.286232,9.225031,206760800.000000,13.371591
2459848.305522,9.226478,206759600.000000,13.371695
2459848.324812,9.227926,206759568.000000,13.371793
2459848.344102,9.229374,206758208.000000,13.371898
2459848.363392,9.230823,206757808.000000,13.371998
2459848.382682,9.232272,206756832.000000,13.372101
2459848.401972,9.233721,206756112.000000,13.372202
2459848.421262,9.235170,206755376.000000,13.372304
2459848.440553,9.236620,206754800.000000,13.372405
2459848.459843,9.238070,206753568.000000,13.372510
2459848.479133,9.239520,206753168.000000,13.372610
2459848.498423,9.240971,206752320.000000,13.372712
2459848.517713,9.242421,206751600.000000,13.372814
2459848.537003,9.243872,206750400.000000,13.372919
2459848.556293,9.245324,206749376.000000,13.373022
2459848.575583,9.246775,206748416.000000,13.373126
2459848.594874,9.248227,206748576.000000,13.373223
2459848.614164,9.249679,206747056.000000,13.373329
2459848.633454,9.251132,206746192.000000,13.373432
2459848.652744,9.252585,206745472.000000,13.373534
2459848.672034,9.254038,206744640.000000,13.373637
2459848.691324,9.255491,206744432.000000,13.373736
2459848.710614,9.256945,206742864.000000,13.373843
2459848.729904,9.258399,206742144.000000,13.373945
2459848.749195,9.259853,206741184.000000,13.374049
2459848.768485,9.261307,206740400.000000,13.374151
2459848.787775,9.262762,206740288.000000,13.374250
2459848.807065,9.264217,206739120.000000,13.374355
2459848.826355,9.265673,206738208.000000,13.374458
2459848.845645,9.267128,206737488.000000,13.374561
2459848.864935,9.268584,206736576.000000,13.374664
2459848.884225,9.270040,206736144.000000,13.374765
2459848.903515,9.271497,206734960.000000,13.374870
2459848.922806,9.272954,206734592.000000,13.374971
2459848.942096,9.274411,206733104.000000,13.375077
2459848.961386,9.275868,206732896.000000,13.375177
2459848.980676,9.277326,206731712.000000,13.375282
2459848.999966,9.278783,206730896.000000,13.375385
2459849.019256,9.280242,206730480.000000,13.375486
2459849.038546,9.281700,206729568.000000,13.375590
2459849.057836,9.283159,206728768.000000,13.375693
2459849.077127,9.284618,206728192.000000,13.375795
2459849.096417,9.286077,206727344.000000,13.375898
2459849.115707,9.287537,206726512.000000,13.376002
2459849.134997,9.288997,206725456.000000,13.376106
2459849.154287,9.290457,206724368.000000,13.376211
2459849.173577,9.291917,206723472.000000,13.376315
2459849.192867,9.293378,206722624.000000,13.376418
2459849.212157,9.294839,206721840.000000,13.376522
2459849.231448,9.296300,206721024.000000,13.376625
2459849.250738,9.297762,206720752.000000,13.376726
2459849.270028,9.299224,206720528.000000,13.376826
2459849.289318,9.300686,206718656.000000,13.376935
2459849.308608,9.302148,206718016.000000,13.377038
2459849.327898,9.303611,206717152.000000,13.377142
2459849.347188,9.305074,206716208.000000,13.377246
2459849.366478,9.306537,206715136.000000,13.377351
2459849.385769,9.308001,206714480.000000,13.377454
2459849.405059,9.309465,206713680.000000,13.377557
2459849.424349,9.310929,206712992.000000,13.377661
2459849.443639,9.312393,206711952.000000,13.377765
2459849.462929,9.313858,206711856.000000,13.377865
2459849.482219,9.315323,206710384.000000,13.377973
2459849.501509,9.316788,206709568.000000,13.378077
2459849.520799,9.318254,206708816.000000,13.378180
2459849.540090,9.319720,206708800.000000,13.378280
2459849.559380,9.321186,206706896.000000,13.378389
2459849.578670,9.322652,206706912.000000,13.378489
2459849.597960,9.324119,206705424.000000,13.378597
2459849.617250,9.325586,206704736.000000,13.378700
2459849.636540,9.327053,206704096.000000,13.378803
2459849.655830,9.328521,206703472.000000,13.378906
2459849.675120,9.329989,206702624.000000,13.379010
2459849.694411,9.331457,206701952.000000,13.379114
2459849.713701,9.332925,206701008.000000,13.379219
2459849.732991,9.334394,206700320.000000,13.379322
2459849.752281,9.335863,206698896.000000,13.379429
2459849.771571,9.337332,206698080.000000,13.379534
2459849.790861,9.338802,206697680.000000,13.379636
2459849.810151,9.340271,206696800.000000,13.379740
